Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
5.960000000e+002	-2.096822115e+001	1.928107908e+000		5.960000000e+002	-8.055581481e+000	-3.403824731e+001		5.960000000e+002	-1.393753491e+000	-5.725379161e+000		
5.970000000e+002	-2.147207324e+001	1.625256056e+000		5.970000000e+002	-2.607586726e+001	-1.948907250e+001		5.970000000e+002	-4.525363348e+000	-3.598452965e+000		
5.980000000e+002	-2.242948245e+001	2.665141153e+000		5.980000000e+002	-2.591668442e+001	-8.339386104e+000		5.980000000e+002	-4.694746309e+000	-1.355345895e+000		
5.990000000e+002	-2.335699227e+001	3.246730731e+000		5.990000000e+002	-2.552215744e+001	-3.269326627e+000		5.990000000e+002	-4.890711349e+000	-1.002057183e-001		
6.000000000e+002	-2.550832337e+001	4.698520298e+000		6.000000000e+002	-2.447472018e+001	-1.581652903e+000		6.000000000e+002	-6.264824691e+000	8.015596818e-001		
6.010000000e+002	-2.752618547e+001	5.505228614e+000		6.010000000e+002	-2.515934410e+001	5.294592103e-001		6.010000000e+002	-8.218998877e+000	1.741628216e+000		
6.020000000e+002	-3.017556180e+001	8.661321167e+000		6.020000000e+002	-2.596056259e+001	4.073861651e+000		6.020000000e+002	-1.002329722e+001	4.326170462e+000		
6.030000000e+002	-3.425646807e+001	1.225431542e+001		6.030000000e+002	-2.995749663e+001	8.867701049e+000		6.030000000e+002	-1.416096971e+001	7.743909552e+000		
6.040000000e+002	-3.770185975e+001	2.142864008e+001		6.040000000e+002	-3.472266273e+001	1.813021227e+001		6.040000000e+002	-1.869947083e+001	1.579243163e+001		
6.050000000e+002	-3.091274616e+001	2.963997117e+001		6.050000000e+002	-2.743251025e+001	2.841055153e+001		6.050000000e+002	-1.296779391e+001	2.519723959e+001		
6.060000000e+002	-1.662939838e+000	3.607205337e+001		6.060000000e+002	7.978787682e+000	3.766561824e+001		6.060000000e+002	1.736730315e+001	3.415001216e+001		
6.070000000e+002	1.035325483e+001	2.700701026e+001		6.070000000e+002	2.405997034e+001	2.841200169e+001		6.070000000e+002	3.140610483e+001	2.511580202e+001		
6.080000000e+002	8.396728025e+000	1.496154403e+001		6.080000000e+002	2.395915791e+001	1.444251663e+001		6.080000000e+002	3.042044866e+001	1.285362587e+001		
6.090000000e+002	4.179409655e+000	7.637409299e+000		6.090000000e+002	2.050020135e+001	4.286888609e+000		6.090000000e+002	2.833018291e+001	4.433074099e+000		
6.100000000e+002	1.134214507e+000	5.774314990e+000		6.100000000e+002	1.837554102e+001	1.502159021e+000		6.100000000e+002	2.728233177e+001	1.480345289e+000		
6.110000000e+002	-1.688007576e+000	5.059971777e+000		6.110000000e+002	1.594259766e+001	-9.025832837e-001		6.110000000e+002	2.479237323e+001	-7.004115542e-001		
6.120000000e+002	-3.210251362e+000	4.475189751e+000		6.120000000e+002	1.478183647e+001	-2.889087668e+000		6.120000000e+002	2.397990980e+001	-2.771626625e+000		
6.130000000e+002	-5.030994291e+000	4.690732701e+000		6.130000000e+002	1.359910975e+001	-4.199234574e+000		6.130000000e+002	2.312759814e+001	-3.863242159e+000		
6.140000000e+002	-6.955159777e+000	5.413117911e+000		6.140000000e+002	1.271814113e+001	-4.958964464e+000		6.140000000e+002	2.214261103e+001	-4.761369552e+000		
6.150000000e+002	-8.105365310e+000	6.437728018e+000		6.150000000e+002	1.309549572e+001	-7.311084084e+000		6.150000000e+002	2.273032643e+001	-7.518426329e+000		
6.160000000e+002	-9.031137895e+000	7.850433922e+000		6.160000000e+002	1.118419066e+001	-7.575396375e+000		6.160000000e+002	2.168050388e+001	-8.107566220e+000		
6.170000000e+002	-1.000668031e+001	8.647950773e+000		6.170000000e+002	1.012296757e+001	-1.011578524e+001		6.170000000e+002	2.074885676e+001	-1.086175769e+001		
6.180000000e+002	-1.056826953e+001	1.074158207e+001		6.180000000e+002	9.733023676e+000	-1.273162355e+001		6.180000000e+002	2.067867036e+001	-1.371414835e+001		
6.190000000e+002	-8.804812118e+000	1.242765675e+001		6.190000000e+002	7.632792755e+000	-1.478953382e+001		6.190000000e+002	1.848175420e+001	-1.656631339e+001		
6.200000000e+002	-7.313347233e+000	1.503460896e+001		6.200000000e+002	6.147573897e+000	-1.803693070e+001		6.200000000e+002	1.644536991e+001	-2.049888656e+001		
6.210000000e+002	-4.123298500e+000	1.589400492e+001		6.210000000e+002	-1.432961388e-001	-1.772373860e+001		6.210000000e+002	9.825468133e+000	-2.173734167e+001		
6.220000000e+002	-1.606418006e+000	1.457847671e+001		6.220000000e+002	-3.633750774e+000	-1.719098137e+001		6.220000000e+002	4.202324718e+000	-2.103955119e+001		
6.230000000e+002	1.805268289e+000	1.216623933e+001		6.230000000e+002	-9.327306981e+000	-1.368089897e+001		6.230000000e+002	-2.983225402e+000	-1.781696881e+001		
6.240000000e+002	4.820021303e-001	1.021133307e+001		6.240000000e+002	-9.787920400e+000	-1.169924102e+001		6.240000000e+002	-4.587787824e+000	-1.473271626e+001		
6.250000000e+002	-4.987964705e-001	9.133603534e+000		6.250000000e+002	-1.045136922e+001	-9.895358121e+000		6.250000000e+002	-4.316870858e+000	-1.290203423e+001		
6.260000000e+002	-1.772468773e+000	1.026531955e+001		6.260000000e+002	-9.686657520e+000	-5.865227990e+000		6.260000000e+002	-4.921013348e+000	-6.924006277e+000		
6.270000000e+002	-1.227314608e+000	1.346829367e+001		6.270000000e+002	-9.208508393e+000	-5.074161385e+000		6.270000000e+002	-3.752722463e+000	-5.089731912e+000		
6.280000000e+002	3.651462306e+000	1.319189855e+001		6.280000000e+002	-8.055722295e+000	-4.614193691e+000		6.280000000e+002	-2.080467850e+000	-3.185063037e+000		
6.290000000e+002	5.927219130e+000	8.985151395e+000		6.290000000e+002	-8.113023762e+000	-3.162016301e+000		6.290000000e+002	-1.247692186e+000	-2.994997627e+000		
6.300000000e+002	4.964933528e+000	6.794403856e+000		6.300000000e+002	-7.132802569e+000	-3.121207464e+000		6.300000000e+002	4.490220929e-002	-3.440679826e+000		
6.310000000e+002	4.373125161e+000	5.354542500e+000		6.310000000e+002	-6.466613702e+000	-2.855532732e+000		6.310000000e+002	4.997429825e-001	-2.353324131e+000		
6.320000000e+002	3.746835864e+000	4.778448974e+000		6.320000000e+002	-6.718539746e+000	-2.776121803e+000		6.320000000e+002	5.890391420e-001	-2.238074890e+000		
6.330000000e+002	3.186944780e+000	4.079795707e+000		6.330000000e+002	-5.814009563e+000	-2.450871759e+000		6.330000000e+002	8.183490624e-001	-1.587830564e+000		
6.340000000e+002	2.998723187e+000	3.512437360e+000		6.340000000e+002	-5.331084795e+000	-2.078977626e+000		6.340000000e+002	1.347866864e+000	-1.748616437e+000		
6.350000000e+002	2.399126055e+000	3.347887222e+000		6.350000000e+002	-4.615596781e+000	-2.497207184e+000		6.350000000e+002	1.631168911e+000	-1.389481691e+000		
6.360000000e+002	1.517712627e+000	3.071565033e+000		6.360000000e+002	-3.795337579e+000	-2.502327860e+000		6.360000000e+002	1.824371824e+000	-8.621287200e-001		
6.370000000e+002	1.095985068e+000	2.689866580e+000		6.370000000e+002	-3.636246928e+000	-2.881560694e+000		6.370000000e+002	2.105307834e+000	-1.124010012e+000		
6.380000000e+002	5.918929735e-001	2.953024929e+000		6.380000000e+002	-2.959859888e+000	-2.933277613e+000		6.380000000e+002	2.279591691e+000	-1.026595516e+000		
6.390000000e+002	3.215327499e-001	2.963928149e+000		6.390000000e+002	-1.978694809e+000	-4.161069124e+000		6.390000000e+002	2.544823750e+000	-6.913521514e-001		
6.400000000e+002	-5.558114937e-001	3.807614909e+000		6.400000000e+002	-1.651764130e-001	-5.860816834e+000		6.400000000e+002	2.382528204e+000	1.592574186e-001		
6.410000000e+002	-8.902259192e-001	5.118907005e+000		6.410000000e+002	1.365067068e+000	-8.098755577e+000		6.410000000e+002	2.705064647e+000	9.472894203e-001		
6.420000000e+002	-6.610871062e-001	6.907713783e+000		6.420000000e+002	7.895653916e-001	-1.256281630e+001		6.420000000e+002	3.211745476e+000	1.960014106e+000		
6.430000000e+002	5.159598658e-001	9.372448593e+000		6.430000000e+002	-8.703823282e-001	-1.760674415e+001		6.430000000e+002	3.864119722e+000	3.179863591e+000		
6.440000000e+002	4.673037895e+000	1.049962587e+001		6.440000000e+002	-7.605067821e+000	-2.153898123e+001		6.440000000e+002	6.270773917e+000	3.818049589e+000		
6.450000000e+002	9.099964382e+000	8.089086042e+000		6.450000000e+002	-1.757776433e+001	-1.894866772e+001		6.450000000e+002	9.202927152e+000	2.769060063e+000		
6.460000000e+002	1.260206159e+001	5.333748604e+000		6.460000000e+002	-2.508292762e+001	-1.476965172e+001		6.460000000e+002	1.166765185e+001	1.790667127e+000		
6.470000000e+002	1.218025856e+001	1.973842148e+000		6.470000000e+002	-2.580583914e+001	-8.252680818e+000		6.470000000e+002	1.214592701e+001	-3.889629305e-001		
6.480000000e+002	1.246443195e+001	3.081549164e-001		6.480000000e+002	-2.554098148e+001	-4.536183907e+000		6.480000000e+002	1.290575142e+001	-1.165085114e+000		
6.490000000e+002	1.296053767e+001	-1.280980955e+000		6.490000000e+002	-2.577048765e+001	-1.575458126e+000		6.490000000e+002	1.391447864e+001	-2.122386284e+000		
6.500000000e+002	1.341962625e+001	-1.937971550e+000		6.500000000e+002	-2.565461972e+001	-9.161912539e-001		6.500000000e+002	1.450827476e+001	-2.852719161e+000		
6.510000000e+002	1.522146617e+001	-3.930096074e+000		6.510000000e+002	-2.696241634e+001	1.640011938e+000		6.510000000e+002	1.644901864e+001	-4.528473719e+000		
6.520000000e+002	1.852076376e+001	-5.185608824e+000		6.520000000e+002	-2.951879896e+001	3.201741993e+000		6.520000000e+002	1.912291540e+001	-5.837750453e+000		
6.530000000e+002	2.051246390e+001	-1.135740907e+001		6.530000000e+002	-3.155209466e+001	8.629502493e+000		6.530000000e+002	2.048957101e+001	-1.082251551e+001		
6.540000000e+002	2.332196909e+001	-1.594907202e+001		6.540000000e+002	-3.496852363e+001	1.364019496e+001		6.540000000e+002	2.348857699e+001	-1.487836533e+001		
6.550000000e+002	1.929760808e+001	-2.647894738e+001		6.550000000e+002	-2.998581516e+001	2.402823802e+001		6.550000000e+002	1.815248899e+001	-2.366081592e+001		
6.560000000e+002	2.820687903e+000	-3.597915613e+001		6.560000000e+002	-1.525408227e+001	3.429188491e+001		6.560000000e+002	3.933052793e+000	-2.880431921e+001		
6.570000000e+002	-1.158121730e+001	-3.018707593e+001		6.570000000e+002	-2.762749075e+000	2.935527031e+001		6.570000000e+002	-5.471876926e+000	-2.124097532e+001		
6.580000000e+002	-2.264657048e+001	-2.762853052e+001		6.580000000e+002	8.735938951e+000	2.743521762e+001		6.580000000e+002	-1.083375190e+001	-1.728742777e+001		
6.590000000e+002	-2.367451462e+001	-1.332842501e+001		6.590000000e+002	8.769841061e+000	1.462151311e+001		6.590000000e+002	-9.657733716e+000	-8.530194681e+000		
6.600000000e+002	-2.431810312e+001	-1.039168868e+001		6.600000000e+002	9.420240789e+000	1.083010395e+001		6.600000000e+002	-1.004426227e+001	-6.957565296e+000		
6.610000000e+002	-2.173861912e+001	-6.156895285e+000		6.610000000e+002	8.163952002e+000	6.995143370e+000		6.610000000e+002	-7.617917745e+000	-4.883295238e+000		
6.620000000e+002	-1.935239978e+001	-3.236233424e+000		6.620000000e+002	5.717719153e+000	4.503741291e+000		6.620000000e+002	-6.240389452e+000	-3.252383352e+000		
6.630000000e+002	-1.726055473e+001	-2.071001174e+000		6.630000000e+002	3.443374366e+000	4.053546603e+000		6.630000000e+002	-4.223940162e+000	-2.631629007e+000		
6.640000000e+002	-1.653904669e+001	-1.340678119e+000		6.640000000e+002	3.197793541e+000	2.954573307e+000		6.640000000e+002	-3.753793744e+000	-1.722106515e+000		
6.650000000e+002	-1.548751258e+001	-5.862010647e-001		6.650000000e+002	1.478511780e+000	2.144477853e+000		6.650000000e+002	-2.662321359e+000	-1.528728945e+000		
6.660000000e+002	-1.519830098e+001	-4.075147315e-001		6.660000000e+002	1.686586787e+000	1.378915532e+000		6.660000000e+002	-2.481277230e+000	-1.192266531e+000		
6.670000000e+002	-1.407806797e+001	-1.142898923e-001		6.670000000e+002	5.921760616e-001	1.629624812e+000		6.670000000e+002	-1.581574229e+000	-1.237764167e+000		
6.680000000e+002	-1.338612636e+001	-1.617828202e-001		6.680000000e+002	-2.947122430e-001	2.038689453e+000		6.680000000e+002	-5.743869258e-001	-1.368199611e+000		
6.690000000e+002	-1.325112007e+001	2.169064847e-001		6.690000000e+002	-6.834419735e-001	1.561458247e+000		6.690000000e+002	-1.079897476e-001	-8.793892172e-001		
6.700000000e+002	-1.355092311e+001	-1.114447812e-002		6.700000000e+002	-1.524170847e+000	1.423117536e+000		6.700000000e+002	2.137442078e-001	-9.439456549e-001		
6.710000000e+002	-1.300692639e+001	7.601891418e-001		6.710000000e+002	-2.205312523e+000	1.327879347e+000		6.710000000e+002	1.117492471e+000	-7.619252081e-001		
6.720000000e+002	-1.310120922e+001	9.271827743e-001		6.720000000e+002	-2.756898069e+000	1.289024411e+000		6.720000000e+002	1.519559555e+000	-1.023172397e+000		
6.730000000e+002	-1.343022858e+001	1.050126838e+000		6.730000000e+002	-3.194838572e+000	1.353504120e+000		6.730000000e+002	2.147286951e+000	-9.508672611e-001		
6.740000000e+002	-1.350630119e+001	1.290160653e+000		6.740000000e+002	-3.696445988e+000	1.905669943e+000		6.740000000e+002	2.837740679e+000	-1.098872353e+000		
6.750000000e+002	-1.373949966e+001	1.407614111e+000		6.750000000e+002	-4.637519139e+000	1.678933002e+000		6.750000000e+002	3.509444464e+000	-1.205343723e+000		
6.760000000e+002	-1.393060621e+001	2.595311069e+000		6.760000000e+002	-5.060041795e+000	2.712163342e+000		6.760000000e+002	4.323845853e+000	-2.154516346e+000		
6.770000000e+002	-1.475583788e+001	2.633385495e+000		6.770000000e+002	-5.915474718e+000	2.946054796e+000		6.770000000e+002	5.138323873e+000	-2.059884010e+000		
6.780000000e+002	-1.505354192e+001	3.351159024e+000		6.780000000e+002	-6.703420449e+000	3.533121949e+000		6.780000000e+002	5.841099665e+000	-2.778442717e+000		
6.790000000e+002	-1.600566553e+001	5.077968828e+000		6.790000000e+002	-7.299466483e+000	5.146204439e+000		6.790000000e+002	7.039493774e+000	-3.705381108e+000		
6.800000000e+002	-1.661594085e+001	6.680910325e+000		6.800000000e+002	-7.965729259e+000	6.647957353e+000		6.800000000e+002	7.954636017e+000	-5.061495065e+000		
6.810000000e+002	-1.806104658e+001	8.714808967e+000		6.810000000e+002	-8.787693408e+000	8.695038896e+000		6.810000000e+002	9.201063108e+000	-6.792229397e+000		
6.820000000e+002	-1.725361357e+001	1.240995378e+001		6.820000000e+002	-8.478338309e+000	1.138260557e+001		6.820000000e+002	9.359159109e+000	-9.467346805e+000		
6.830000000e+002	-1.585642062e+001	1.614726598e+001		6.830000000e+002	-6.846947964e+000	1.591991327e+001		6.830000000e+002	8.461552575e+000	-1.267185355e+001		
6.840000000e+002	-8.496979529e+000	1.942581169e+001		6.840000000e+002	-6.118002739e-002	1.839654342e+001		6.840000000e+002	4.134761672e+000	-1.558852884e+001		
6.850000000e+002	-5.772813874e+000	1.905005741e+001		6.850000000e+002	2.700478639e+000	1.747492292e+001		6.850000000e+002	1.862183681e+000	-1.543084283e+001		
6.860000000e+002	3.231316774e+000	1.577703226e+001		6.860000000e+002	1.245822132e+001	1.265709368e+001		6.860000000e+002	-2.664754302e+000	-1.420314565e+001		
6.870000000e+002	5.808575749e+000	1.172803412e+001		6.870000000e+002	1.421247054e+001	7.798421954e+000		6.870000000e+002	-4.475701274e+000	-1.251301924e+001		
6.880000000e+002	6.729987747e+000	6.768490063e+000		6.880000000e+002	1.422308221e+001	2.147712896e+000		6.880000000e+002	-5.092636506e+000	-1.096026963e+001		
6.890000000e+002	6.369029509e+000	2.032717666e+000		6.890000000e+002	1.305795188e+001	-3.708193123e+000		6.890000000e+002	-5.633655504e+000	-1.036488954e+001		
6.900000000e+002	3.982022075e+000	1.211388286e-002		6.900000000e+002	8.518141410e+000	-7.108125767e+000		6.900000000e+002	-6.183179398e+000	-1.001710604e+001		
6.910000000e+002	4.173070271e+000	6.564859642e-002		6.910000000e+002	7.664777140e+000	-8.196024299e+000		6.910000000e+002	-7.297351929e+000	-1.137424149e+001		
6.920000000e+002	1.988598516e+000	-8.734308496e-001		6.920000000e+002	3.976651278e+000	-7.422525299e+000		6.920000000e+002	-8.215522855e+000	-9.976164750e+000		
6.930000000e+002	9.127246646e-001	-2.140552157e+000		6.930000000e+002	6.357372522e-001	-8.441150782e+000		6.930000000e+002	-9.737931962e+000	-8.207128432e+000		
6.940000000e+002	-2.524343576e-001	-1.384902101e+000		6.940000000e+002	-1.218234200e+000	-6.791381397e+000		6.940000000e+002	-9.901948405e+000	-7.821009097e+000		
6.950000000e+002	-1.060637079e+000	-1.793660996e+000		6.950000000e+002	-2.218757215e+000	-5.893133417e+000		6.950000000e+002	-1.033358200e+001	-6.352387701e+000		
6.960000000e+002	-1.471641618e+000	-1.643406467e+000		6.960000000e+002	-3.751519703e+000	-5.050092576e+000		6.960000000e+002	-1.070521065e+001	-5.460954063e+000		
6.970000000e+002	-1.754552827e+000	-1.627777397e+000		6.970000000e+002	-4.549943292e+000	-4.122412379e+000		6.970000000e+002	-1.073364277e+001	-4.566843778e+000		
6.980000000e+002	-2.132716131e+000	-1.307173558e+000		6.980000000e+002	-4.545390543e+000	-3.633913372e+000		6.980000000e+002	-1.005858258e+001	-3.945540178e+000		
6.990000000e+002	-2.237849275e+000	-1.343341734e+000		6.990000000e+002	-5.227708138e+000	-3.232834616e+000		6.990000000e+002	-1.049815393e+001	-3.678050610e+000		
7.000000000e+002	-2.594164519e+000	-1.651267389e+000		7.000000000e+002	-6.321856975e+000	-2.661578580e+000		7.000000000e+002	-1.060128863e+001	-2.462352630e+000		
7.010000000e+002	-2.598407436e+000	-1.849106198e+000		7.010000000e+002	-6.907551185e+000	-2.285634858e+000		7.010000000e+002	-1.130530375e+001	-2.326086602e+000		
7.020000000e+002	-2.525940772e+000	-1.509395516e+000		7.020000000e+002	-7.393046794e+000	-1.744695020e+000		7.020000000e+002	-1.150248788e+001	-1.774777045e+000		
7.030000000e+002	-2.389201925e+000	-1.551556485e+000		7.030000000e+002	-8.628357304e+000	-1.230392693e+000		7.030000000e+002	-1.207116452e+001	-1.498476153e+000		
7.040000000e+002	-2.845858918e+000	-1.926313882e+000		7.040000000e+002	-9.974674915e+000	-9.549860058e-002		7.040000000e+002	-1.264229958e+001	-2.613853048e-001		
7.050000000e+002	-2.961618904e+000	-1.769631085e+000		7.050000000e+002	-1.032419254e+001	8.378330313e-001		7.050000000e+002	-1.257493803e+001	8.040113575e-002		
7.060000000e+002	-2.486836688e+000	-1.940594904e+000		7.060000000e+002	-1.331698090e+001	1.806257103e+000		7.060000000e+002	-1.432148290e+001	9.829349872e-001		
7.070000000e+002	-2.614345559e+000	-2.338004115e+000		7.070000000e+002	-1.514691685e+001	4.731608639e+000		7.070000000e+002	-1.534854015e+001	3.027089568e+000		
7.080000000e+002	-2.228793374e+000	-2.100196689e+000		7.080000000e+002	-1.693714772e+001	1.008776312e+001		7.080000000e+002	-1.707972065e+001	4.883302628e+000		
7.090000000e+002	-2.098138733e+000	-1.428299770e+000		7.090000000e+002	-1.735249972e+001	1.734500620e+001		7.090000000e+002	-1.789227122e+001	7.513237191e+000		
7.100000000e+002	3.994597761e-001	-1.885487152e+000		7.100000000e+002	-3.615781730e+000	2.904657961e+001		7.100000000e+002	-1.804081905e+001	1.301020325e+001		
7.110000000e+002	3.785954731e+000	-7.417275479e+000		7.110000000e+002	1.180016081e+001	1.885547951e+001		7.110000000e+002	-1.910853829e+001	2.100665190e+001		
